job_position,job_company,job_address,job_salary,job_welfare,job_year,job_education,company_num,company_business,job_detail
1208,数据及经营分析岗,中国人民人寿保险股份有限公司总公司,北京,面议,福/利/面/议,2年经验,本科,10000人以上,保险,"1.负责大个险数据及系统管理，提供数据支持；
2.负责大个险经营分析，及时跟踪、分析和展现大个险经营情况;
3.制定大个险年度业务计划、阶段性工作计划；
4.负责大个险预算指标分解落实；
5.推进建设大个险条线考核、职能考核指标体系并追踪;
6.协助制定大个险营销企划方案。
1.全日制大学本科及以上学历（在国(境)外获得的学历或学位须经国家教育部学历学位认证中心认证），计算机类、信息类、金融、经济类、管理类、市场营销类等相关专业优先；
2.有2年以上保险行业或互联网行业从业经验，有个险、营销、企划、培训、市场评估、数据分析、需求分析等相关工作经验的可优先考虑，复合型知识背景的尤佳；
3.有较强的数据管理和分析能力，有较强公文表达、文字组织、组织策划和沟通协调能力；
4.有较高市场敏感度和良好的团队合作精神；
5.爱岗敬业，勤奋好学，敢于担当，奉公守法，乐于奉献；
6.人保系统内员工优先；
7.35周岁以下，身体健康，无不良嗜好。
"
1209,高级数据管理员,天津冠勤医药科技有限公司,天津-滨海新区,0.6-1.5万/月,五险一金/绩效奖金/年终奖金/通讯补贴/员工旅游/专业培训/定期体检/餐饮补贴/交通补贴,1年经验,本科,150-500人,制药/生物工程,"岗位职责：
1、确保数据收集机制的创立、维护和归档符合法规监管规范和标准操作流程
2、确保数据相关业务的开展符合CDISC数据标准
3、为内外部用户提供技术支持
4、设计、测试、验证、激活和实施临床试验电子病例报告表和数据库
5、对数据库开展质量控制工作，确保它们符合数据标准、标准操作流程和法规监管规范
任职要求：
1、数据管理需要满足2年以上在生物制药公司或者合同研究机构的临床数据管理工作经验
2、熟悉药物临床试验质量管理规范以及临床试验的行政法规和要求
3、明白数据管理各项工作和流程
4、能够有效地计划和组织工作，将各项工作排序并确保它们与计划的时间表一致
5、具有有效的人际沟通技巧和团队协作意识
"
1210,数据分析师,上海聚鱼网络科技有限公司,上海,1-1.5万/月,五险一金/员工旅游/专业培训/绩效奖金/年终奖金/定期体检/餐饮补贴/交通补贴,3-4年经验,本科,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)","工作职责:
1、 对市场合作渠道效果数据进行分析，出具分析报告，提出优化效果的可行性方案；
2、 产出部门周/月/季度运营报告，为部门决策提供数据支撑和建议；
3、 基于用户行为、年龄、学历等多维度分析，为市场投放提供专业建议；
4、 基于流量、转化率等市场核心指标、异常数据监控分析，满足部门日常数据运营需求。
5、基于客户数据库进行KPI分析，顾客分析，品类分析；提供及时的，明确的，可实行强的报告与顾客洞察
任职资格:
1、本科及以上学历，3年以上数据分析工作经验；
2、较强的逻辑判断，严谨的分析态度；
3、.具备敏锐的业务洞察力和数据分析技能，具备较强的分析能力；
4、.自发、主动、注重细节，精益求精，积极向上。
"
1211,数据挖掘工程师（会营经营）,快乐购有限责任公司,长沙,0.8-1万/月,五险一金/员工旅游/年终奖金/绩效奖金/出国机会/专业培训/餐饮补贴/定期体检,3-4年经验,本科,1000-5000人,"批发/零售,互联网/电子商务","1、搜集和整理会员属性数据，研究用户行为特征，建立和完善会员标签体系，形成会员画像，为精准捞单、会员规划、会员分析等提供会员标签服务，提升会员经营动作的效率。
2、根据业务需求方在使用会员标签上的需求， 丰富补充会员标签的内容，使得会员标签更加符合实际业务需求，提升使用者的满意度。
3、通过数据挖掘模型，利用会员属性、行为数据，发现潜在规律，并形成数据挖掘产品，并及时跟进和优化数据挖掘产品的应用效果，解决业务过程中面临的痛点（如关联销售、推荐系统等）。 
4、研究商品特性，结合商品说明书和订购数据，搭建商品标签框架，建立和完善商品标签体系，为后续精准营销、推荐系统等提供商品标签服务，提升商品数据的精细化管理水平。 
5、负责支撑会员洞察所需的数据分析结果，服务于订制开发产品的会员需求调研等工作
岗位资格： 
一、基本要求
1、 大学本科及以上学历
2、统计学、数学、计算机等相关专业
3、3年及以上工作经验，相关数据挖掘类工作经验1年及以上
二、知识技能要求
"
1212,高级产品经理（能源大数据）,深圳宏崎达技术有限公司,西安-高新技术产业开发区,1.3-2万/月,五险一金/员工旅游/专业培训/绩效奖金/年终奖金/定期体检/补充公积金/交通补贴/餐饮补贴/通讯补贴,5-7年经验,本科,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)","1、按照公司战略及行业客户需求，负责能源大数据业务线产品规划并推动落地；
2、深入洞察能源大数据发展政策趋势，能够前瞻性地进行产品规划，形成产品解决方案；
3、负责与客户进行调研、沟通、汇报，并对内进行需求分析沟通；挖掘产品及服务价值；
4、对产品的全生命周期负责，负责协调设计、研发团队将产品推动落地与实施上线。
任职要求
1、本科及以上学历；
2、5年以上的工业互联网/能源大数据相关产品工作经历，熟悉电厂、煤炭信息系统者优先；
3、有较为丰富的煤炭、化工、电力、新能源等行业产品或项目背景；
4、具备良好的产品思维能力和方法论意识，具备前瞻性和创新；
5、具备大型项目的驱动能力、组织协调能力、具有创业型的自我驱动精神。
"
1213,数据专员,福州康驰新巴士有限责任公司,福州,4-6千/月,带薪年假/五险一金/餐饮补贴/年终奖金,3-4年经验,大专,1000-5000人,交通/运输/物流,"1、依据生产运营业务需求及部门主管的安排，负责公司各类业务系统的数据维护与汇总分析
2、负责完善和优化各项业务数据，确保公司营运数据的完整与准确，为各项生产业务提供数据支撑
任职资格;
1、数据敏感度高，能从数据报表中发现问题或对业务流程提出改进意见，精通OFFICE（尤其是EXCEL），有较好的文字、数据、图表呈现能力，熟悉SQL数据库结构与语言。 
2、主动思考，富有责任感，具备良好的沟通能力、协同能力、抗压能力。
3、计算机、信息管理等专业本科及以上学历
4、2-3年以上数据行业工作经验
"
1214,数据处理员,福建省本初投资集团股份有限公司,福州-台江区,3-5千/月,员工旅游/交通补贴/通讯补贴/五险/工龄补贴/节日津贴,2年经验,大专,500-1000人,建筑/建材/工程,"一、任职资格
1、大专以上学历，为人诚实、刻苦、细心、有团队精神，有责任心、上进心，思维敏捷、善于学习；
2、掌握word、excel等办公软件运用。
二、岗位要求
1、对销售部门提供的各类产品的销售数据进行整理统计并生成报表。
2、对技术部门提供的植保数据进行整理并归档。
3、对公司仓库存货进行定时的盘点。
4、配合财务部的成本分析工作，协助财务人员进行各项数据的校对。
"
1215,数据产品专员,昆山百诺信息科技有限公司,昆山,0.5-1万/月,员工旅游/出国机会/专业培训/年终奖金/带薪年假/定期加薪/定期体检/安排住宿/部门团建/生日福利,2年经验,大专,50-150人,"互联网/电子商务,网络游戏","1、对用户需求进行收集、整理，配合产品经理完成产品规划、设计等工作
2、参与市场分析与需求调研，挖掘并梳理客户需求
3、梳理产品逻辑，能够独立完成部分模块的设计工作，输出产品原型及相关文档
4、对UI、研发、测试等工作进行跟进，推动设计的实现
5、分析产品、用户、行为、转化等数据，能够提出改进建议
职位要求：
1、2年以上相关工作经验，计算机相关专业
2、对数据敏感，具备一定的数据分析能力
3、能够熟练使用Axure、MindManager、Visio等工具
4、具有良好的业务思维和沟通协调能力
"
1216,高级数据管理员,天津百博生医药科技有限公司,天津-滨海新区,0.6-1.5万/月,五险一金/员工旅游/专业培训/年终奖金/定期体检/交通补贴/餐饮补贴/通讯补贴/带薪年假/年底十三薪,1年经验,本科,50-150人,制药/生物工程,"岗位职责：
1、确保数据收集机制的创立、维护和归档符合法规监管规范和标准操作流程
2、确保数据相关业务的开展符合CDISC数据标准
3、为内外部用户提供技术支持
4、设计、测试、验证、激活和实施临床试验电子病例报告表和数据库
5、对数据库开展质量控制工作，确保它们符合数据标准、标准操作流程和法规监管规范
任职要求：
1、数据管理需要满足2年以上在生物制药公司或者合同研究机构的临床数据管理工作经验
2、熟悉药物临床试验质量管理规范以及临床试验的行政法规和要求
3、明白数据管理各项工作和流程
4、能够有效地计划和组织工作，将各项工作排序并确保它们与计划的时间表一致
5、具有有效的人际沟通技巧和团队协作意识
"
1217,数据技术员,深圳云天励飞技术有限公司,深圳-龙岗区,2.8-3千/月,全勤奖/节日福利/专业培训,在校生/应届生,大专,500-1000人,"计算机软件,计算机硬件","工作内容:
数据标注员：
1、负责图像、视频、语音、文字等标注、清洗以及分类等工作。
2、与管理员沟通，根据反馈改进质量及进度。
3、对数据进行简单统计、分析，出现问题能够及时解决。
职位要求:
1、 大专或以上计算机相关专业毕业。
2、良好的学习能力、逻辑思维能力以及沟通表达能力。
3、 工作态度积极，责任心、自我约束能力能强。
期望：至少3个月的实习期。
"
1218,数据专员,大连同达企业管理有限公司,北京-丰台区,6-8千/月,福/利/面/议,1年经验,本科,10000人以上,"餐饮业,互联网/电子商务","一、工作目的负责事业部运营数据的统计、整理、分析、跟踪。
二、岗位职责
1、对所需运营数据进行统计汇总；
2、整理、分析数据，输出分析报表；
3、基于数据提出改进方案
4、与营运负责人对接，跟进改善情况；
5、与甲方对接数据一致性等问题。反馈需求；
6、完成领导交办的其他事务。
三、岗位权限
1、对运营数据的知情权；
2、各部门人员上岗资格的审核权。
四、出差频率几乎没有五、任职资格
1、统招本科院校毕业，专业不做严格限制；
2、熟练掌握EXCEL、PPT等数据分析和办公软件的使用；
3、具有良好的职业道德和职业操守，擅于沟通与协调，有良好的团队合作意识，能承受较大的工作压力；
4、思路清晰敏捷，领悟能力出色，有良好的文字功底；
5、有数据分析、质控相关工作经验者优先；
6、有外送行业工作经验优先。
"
